age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
0.0989334790373641,2,0.1250709957503906,12,14,2,10,5,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.359816402666162,0,-0.4565321061715232,15,10,4,0,3,4,0,-0.144803531037397,-0.2171270991958307,-2.455137089572564,39
0.1718709731225405,2,-0.2734690285187702,11,9,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.922191438155104,4,-0.762082298941096,15,10,2,12,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,11
-1.141003920410633,2,-0.1174127736192579,11,9,4,8,3,4,0,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-1.141003920410633,4,-0.4440987407174541,15,10,4,1,1,4,1,-0.144803531037397,-0.2171270991958307,-1.6481203808733793,39
-0.3386914854736936,5,-1.5189930129355018,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,2.3869631626225454,39
-1.4327538967513382,4,0.1909214324355367,15,10,4,12,3,4,0,-0.144803531037397,-0.2171270991958307,-2.051628735222972,39
0.4636209494632457,4,-0.0510131098234218,8,11,0,1,4,4,0,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
-0.2657539913885173,4,1.8805144747110445,8,11,2,1,0,2,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.0469415091329884,4,-1.5238792403340546,15,10,4,1,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.6304414618143989,4,-0.2861864769611272,11,9,4,1,1,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,21
-0.9951289322402804,4,0.3086075450502902,11,9,4,8,1,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.9951289322402804,4,-0.8898722965059574,11,9,4,8,4,4,0,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,4
-0.4116289795588699,4,0.1172965913042437,12,14,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
0.6094959376335983,4,-0.6978321964233054,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.1718709731225405,4,0.0829604274531739,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
0.2448084672077168,4,-1.5183680303612683,9,13,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.8492539440699278,2,0.3913987972703409,9,13,4,10,1,4,0,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-0.6304414618143989,4,-1.4929141946106683,9,13,4,13,1,4,0,-0.144803531037397,-0.2171270991958307,2.548366504362382,39
-0.7033789558995752,5,0.0074416997332947,11,9,2,12,0,1,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,11
-1.5056913908365146,4,0.2409579161059871,11,9,4,6,3,2,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.359816402666162,7,-1.148700307135106,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-2.455137089572564,39
-0.7763164499847515,4,-0.4799878915711646,11,9,4,3,1,2,1,-0.144803531037397,-0.2171270991958307,0.6115264034843384,39
-0.6304414618143989,4,0.2006276012020415,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.0989334790373641,2,-0.8521081979295464,14,15,4,4,1,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-1.2868789085809855,4,0.8561964438411939,15,10,4,12,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.0469415091329884,4,-1.020976595600845,12,14,2,10,0,1,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,3
0.7553709258039509,4,-0.4275461719332097,11,9,2,1,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7763164499847515,4,-0.564351069659742,9,13,2,10,5,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.4116289795588699,4,-0.3250016825942037,11,9,4,7,4,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.2657539913885173,4,-0.8275918360402966,9,13,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-1.4327538967513382,4,0.1143800059578208,15,10,4,8,3,4,0,-0.144803531037397,-0.2171270991958307,-1.1639103556538684,39
-0.4116289795588699,4,1.011229999982869,12,14,2,13,0,4,1,-0.144803531037397,-0.2171270991958307,-2.051628735222972,39
-0.4845664736440462,4,-0.0555205599042572,11,9,0,3,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.141003920410633,4,0.3542123341034486,15,10,4,8,4,4,0,-0.144803531037397,-0.2171270991958307,0.6115264034843384,8
0.97418340805948,4,-0.0414868602828326,12,14,4,10,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.265933384400185,4,-0.9026181532471432,9,13,2,12,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.1929958903150089,2,0.6182106551194377,11,9,2,6,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.141003920410633,4,-1.4337965247479467,11,9,4,8,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.359816402666162,4,-0.0756525743409297,11,9,4,8,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.359816402666162,2,0.4377706103918767,15,10,4,5,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.2657539913885173,6,-1.487990089480344,11,9,2,14,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
0.0989334790373641,4,0.0257271747460955,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
-0.0469415091329884,4,-0.37505710513054,12,14,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,31
0.0259959849521878,4,-0.7812294923517037,11,9,2,13,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7033789558995752,4,-1.0614489519989343,7,12,4,1,1,1,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.8492539440699278,7,-1.1483688769821034,9,13,4,1,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.2448084672077168,4,1.4960649666609656,9,13,0,8,4,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-1.2139414144958094,4,-1.3381931297561096,15,10,4,13,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.9951289322402804,4,0.5974063109438171,11,9,4,8,4,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.536558443548422,4,0.4109247679986658,6,5,0,14,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.1198790032181647,4,0.6574141075031744,9,13,0,4,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.8492539440699278,4,-0.6947356918509667,11,9,5,3,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.3906834553780694,4,2.0725451053607533,11,9,0,1,4,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.4116289795588699,4,0.5081853137555159,11,9,2,7,0,4,1,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
-0.4845664736440462,4,1.0113531026111275,11,9,2,7,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
0.6094959376335983,6,0.7143064606243072,11,9,2,14,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-0.8492539440699278,1,-1.4430481607331909,11,9,4,3,3,4,1,-0.144803531037397,-0.2171270991958307,-1.6481203808733793,39
-0.4845664736440462,6,-0.8145808351767087,11,9,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
0.0259959849521878,4,1.2662607680019025,15,10,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,2.3869631626225454,39
0.3177459612928931,4,0.6726314862424655,9,13,0,4,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7763164499847515,4,-1.2142571913990212,11,9,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-0.5575039677292226,4,-0.6789690860009857,11,9,4,6,1,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
0.9012459139743036,4,1.5746707295202405,15,10,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-1.2868789085809855,7,-0.3586465778404396,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,39
-0.922191438155104,4,-0.3917138376771566,11,9,4,4,1,4,0,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
0.536558443548422,5,0.1068612762011332,9,13,6,4,1,4,0,-0.144803531037397,-0.2171270991958307,0.7729297452241753,0
-1.578628884921691,4,1.2124459805872223,6,5,4,8,3,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.2657539913885173,4,-0.2100522360999575,9,13,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
1.1200583962298325,4,0.9364593574654818,11,9,6,12,1,4,0,-0.144803531037397,-0.2171270991958307,0.4501230617445014,39
0.0259959849521878,2,-1.5093815384984264,9,13,4,10,1,4,0,-0.144803531037397,-0.2171270991958307,0.2887197200046644,39
0.3177459612928931,6,-0.4018271920602075,9,13,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-0.2657539913885173,4,0.4860079018031701,7,12,4,7,1,4,1,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
0.3177459612928931,4,0.2289696140002357,11,9,1,3,5,2,0,-0.144803531037397,-0.2171270991958307,0.1273163782648274,39
-0.7033789558995752,4,-1.4368078044237989,9,13,4,4,4,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.2657539913885173,4,0.2429749053228315,8,11,0,8,4,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
-1.2868789085809855,4,0.0053300161870209,11,9,4,1,4,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.8492539440699278,4,2.040784627270161,11,9,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
-1.359816402666162,0,-0.7131158611931969,15,10,4,0,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.703558348911243,4,-0.2541513853151897,11,9,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.1929958903150089,2,-0.991100534665896,12,14,3,10,1,4,0,-0.144803531037397,-0.2171270991958307,-0.1954903052148465,39
0.1718709731225405,4,-0.3841004135910396,11,9,4,14,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,31
2.5788082779333585,5,-0.2095314172880962,15,10,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
1.1200583962298325,6,-0.4795428282228469,15,10,2,12,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.3386914854736936,4,-0.2873228089142791,9,13,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
-0.9951289322402804,4,-0.3916948988112708,15,10,4,8,3,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
-0.1198790032181647,4,0.0325925136297209,9,13,4,12,1,4,0,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,39
-0.1198790032181647,4,-1.4793539666363904,11,9,5,8,4,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.9951289322402804,4,0.0849206000723607,15,10,3,12,1,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
1.484745866655714,6,-0.0712303491565807,10,16,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.0989334790373641,4,1.3059187531668996,8,11,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.1200583962298325,6,0.0283123299395158,9,13,0,14,1,4,1,-0.144803531037397,-0.2171270991958307,1.9834548082729528,39
-0.8492539440699278,6,-1.4068275797264775,11,9,4,3,1,4,1,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,39
-0.4845664736440462,4,0.4089930036783077,11,9,4,7,4,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.068066426325457,4,-0.5920775693166457,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.922191438155104,4,-0.3211286845205447,15,10,2,7,0,2,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.6094959376335983,2,0.901555027637836,14,15,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
-1.068066426325457,4,-0.7595255520465045,9,13,4,12,3,4,1,-0.144803531037397,-0.2171270991958307,-1.244612026523787,39
-0.7033789558995752,4,0.2007980509950143,15,10,4,12,3,2,1,-0.144803531037397,-0.2171270991958307,3.19397987132173,39
0.9012459139743036,4,-1.5352330904326297,15,10,2,14,0,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
0.6094959376335983,4,-0.0126334981057202,11,9,2,14,0,4,1,-0.144803531037397,-0.2171270991958307,-1.244612026523787,39
-0.2657539913885173,4,1.237094914537673,11,9,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.6797003304343575,39
-1.2868789085809855,4,0.8910060793394102,15,10,4,12,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.9951289322402804,4,-0.2384037183310946,9,13,4,13,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.4636209494632457,4,-0.4859915120569833,11,9,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,3.516786554801404,39
-0.8492539440699278,2,-0.6763934002405083,15,10,2,10,0,3,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.5575039677292226,4,0.0361056732515485,11,9,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
0.1718709731225405,7,1.57279578179754,15,10,4,10,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.5575039677292226,4,0.3482749996482305,9,13,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.0469415091329884,4,1.1803256640447983,12,14,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
1.6306208548260666,0,-1.105822714769512,11,9,2,0,0,4,1,-0.144803531037397,-0.2171270991958307,-0.1954903052148465,39
1.4118083725705377,4,-1.497421644691504,9,13,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.8492539440699278,2,-0.7254545323178367,9,13,4,11,1,4,0,-0.144803531037397,-0.2171270991958307,-0.6797003304343575,39
0.3906834553780694,2,0.8283847192878039,9,13,4,10,3,4,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-0.7033789558995752,5,0.1632422799433477,14,15,2,10,0,4,1,-0.144803531037397,-0.2171270991958307,1.1764380995737678,39
-1.068066426325457,0,0.7413700999752056,6,5,4,0,3,4,0,-0.144803531037397,-0.2171270991958307,-1.6481203808733793,39
-0.5575039677292226,4,-0.7395355791039759,6,5,4,12,1,4,1,-0.144803531037397,-0.2171270991958307,0.2080180491347459,39
0.3906834553780694,4,-0.5380071072125064,12,14,4,3,4,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.4636209494632457,4,-0.2033005304116472,11,9,2,14,0,4,1,-0.144803531037397,-0.2171270991958307,0.1273163782648274,39
1.047120902144656,4,-1.493851668472019,8,11,2,1,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-0.3386914854736936,4,0.0319296533237157,15,10,2,1,0,2,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.922191438155104,4,0.4410659730560169,14,15,4,10,1,4,0,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,39
-1.2868789085809855,4,0.1930709937135822,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.192816497303341,7,-0.7347345766019097,10,16,4,10,1,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
0.0989334790373641,4,1.66966808080373,9,13,2,6,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7033789558995752,4,2.0548467351904143,11,9,4,6,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.0259959849521878,6,0.5274177320626099,15,10,4,10,3,4,0,-0.144803531037397,-0.2171270991958307,-2.455137089572564,39
-0.4116289795588699,6,0.4318711536684304,15,10,4,8,1,4,1,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
0.3906834553780694,7,1.010027381999117,9,13,4,1,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.6824334317187747,4,-1.272948736779311,9,13,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
0.9012459139743036,4,-1.5654879286852958,7,12,4,1,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.3386914854736936,4,0.3794199645975324,8,11,2,3,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.6094959376335983,4,1.7940206742103073,5,4,2,3,0,2,1,-0.144803531037397,-0.2171270991958307,1.5799464539233603,39
-0.4845664736440462,5,-0.8556118881184311,11,9,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.192816497303341,6,-0.7358425002562327,15,10,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,0.9343330869640124,39
-1.141003920410633,4,-0.0510699264210794,9,13,4,10,1,4,0,-0.144803531037397,-0.2171270991958307,-0.3568936469546835,39
-0.5575039677292226,4,1.2719424277676612,11,9,2,4,5,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.141003920410633,4,0.0663794503701007,15,10,5,3,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.068066426325457,4,-0.3061669804707129,15,10,4,7,3,4,0,-0.144803531037397,-0.2171270991958307,0.1273163782648274,39
0.3177459612928931,4,1.533213552096086,9,13,4,12,1,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
-0.7763164499847515,4,-1.5032926931161217,7,12,4,7,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.8283084198891273,4,-0.5762162691372352,11,9,0,8,4,4,0,-0.144803531037397,-0.2171270991958307,-1.244612026523787,39
-1.2139414144958094,7,1.4974853816024054,15,10,4,1,1,3,1,-0.144803531037397,-0.2171270991958307,-1.6481203808733793,39
2.651745772018535,0,0.3136736916747586,11,9,6,0,1,4,0,-0.144803531037397,-0.2171270991958307,-2.535838760442483,39
-1.2139414144958094,0,0.7431692922343627,11,9,4,0,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.6304414618143989,4,-0.8421179461747537,9,13,2,10,5,4,0,-0.144803531037397,-0.2171270991958307,-0.1954903052148465,39
-1.359816402666162,0,1.7179905971115097,11,9,4,0,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.1198790032181647,4,0.7886699175251488,11,9,2,4,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.3386914854736936,4,-0.5876174664005248,9,13,4,10,3,4,0,-0.144803531037397,-0.2171270991958307,-2.051628735222972,39
-0.7033789558995752,4,0.2369712848370129,9,13,4,4,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.0259959849521878,4,0.875817108898948,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-1.6481203808733793,39
-0.4116289795588699,0,-0.1121193606041592,11,9,5,0,4,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7033789558995752,4,-0.4271484557496066,11,9,2,7,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-1.2139414144958094,4,-0.7751974635670562,8,11,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.3388708784853611,4,-1.0131169662582118,11,9,0,14,1,4,1,-0.144803531037397,-0.2171270991958307,0.6115264034843384,39
-1.359816402666162,4,-0.4902243485824737,11,9,2,12,0,4,1,-0.144803531037397,-0.2171270991958307,0.3694213908745828,39
-1.359816402666162,7,-0.6107702299459925,15,10,4,1,3,4,0,-0.144803531037397,-0.2171270991958307,-1.244612026523787,39
0.7553709258039509,4,-0.1879316407452693,11,9,2,8,5,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.97418340805948,1,-1.0750944048696989,15,10,2,4,5,1,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.1198790032181647,4,0.9619700098137396,11,9,0,7,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.4327538967513382,4,0.2628133673382731,15,10,4,1,2,2,0,-0.144803531037397,-0.2171270991958307,-0.1954903052148465,39
-1.5056913908365146,0,1.874728651182913,15,10,4,0,3,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-1.359816402666162,4,0.1957697821023176,15,10,4,8,3,4,0,-0.144803531037397,-0.2171270991958307,-2.051628735222972,39
-0.8492539440699278,4,-1.266197031091001,15,10,4,4,1,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.3388708784853611,4,1.3788617951263016,7,12,4,4,1,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
0.9012459139743036,4,0.9701042527117176,11,9,4,1,1,4,0,-0.144803531037397,-0.2171270991958307,-0.437595317824602,39
1.5576833607408904,1,-1.3232882423039352,6,5,0,8,1,2,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
1.265933384400185,4,-0.361638918650406,6,5,0,12,4,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.2657539913885173,4,-0.3118865179682435,11,9,2,5,0,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.3386914854736936,4,-0.683078819898218,15,10,2,5,0,4,1,-0.144803531037397,-0.2171270991958307,1.0957364287038494,26
0.3906834553780694,4,0.7773634145912885,11,9,2,1,0,2,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.6824334317187747,0,-0.4286540955875327,15,10,0,0,4,2,0,-0.144803531037397,-0.2171270991958307,-0.8411036721741945,39
0.536558443548422,4,0.0077447215874685,11,9,0,3,1,4,1,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
-0.7033789558995752,4,-0.1060115763559683,11,9,4,12,1,4,0,-0.144803531037397,-0.2171270991958307,-0.0340869634750095,39
0.3906834553780694,4,0.0727239704418649,11,9,4,6,1,4,1,-0.144803531037397,-0.2171270991958307,0.7729297452241753,39
